Adobe After Effects 8.0 Keyframe Data

	Units Per Second	24
	Source Width	640
	Source Height	480
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Effects	Point Control #1	Point #2
	88	148.97018	131.90234
	89	149.41505	130.71727
	90	150.08327	129.81311
	91	151.81978	125.47783
	92	152.85799	122.617096
	93	153.5923	119.10338
	94	153.87407	114.34708
	95	158.29968	108.425186
	96	160.66826	105.084656
	97	163.17139	101.74211
	98	165.4823	98.64017
	99	171.90677	92.776825
	100	175.37967	93.75461
	101	179.23325	92.58728
	102	181.99188	91.52838
	103	185.22215	89.8407
	104	185.43134	90.21762
	105	184.75912	91.66283
	106	183.36784	93.36606
	107	179.8448	96.13695
	108	176.75076	97.545105
	109	172.73811	99.24736
	110	167.56874	100.47882
	111	155.61406	105.987625
	112	149.55789	111.92874
	113	144.01424	118.167046
	114	139.43108	123.023285
	115	134.6045	131.59212
	116	133.78995	135.10205
	117	133.23792	136.54834
	118	133.06372	137.31229
	119	133.77124	136.78795
	120	134.41478	135.04147
	121	134.8889	132.85489
	122	134.73325	129.02283
	123	136.82475	122.447975
	124	138.40666	119.53536
	125	140.5152	116.8179
	126	142.94815	113.79421
	127	148.07216	106.67328
	128	150.78831	103.79022
	129	153.03558	100.27197
	130	155.6549	96.64276
	131	161.92299	89.894516
	132	165.54349	87.62761
	133	169.171	85.71838
	134	172.44785	83.7296
	135	179.77994	83.09845
	136	182.62444	83.946686
	137	185.90346	83.83206
	138	188.26169	84.83804
	139	191.56674	85.7688
	140	192.81613	85.70079
	141	194.1556	85.8801
	142	194.5494	87.436554
	143	195.02454	88.97058
	144	194.93288	89.77704
	145	194.66833	90.3611
	146	194.25183	90.74182
	147	193.24257	91.17857
	148	192.63396	91.19183
	149	191.9147	91.09265
	150	191.26884	91.093094
	151	190.34625	89.68532
	152	189.69328	89.53209
	153	188.9531	89.724655
	154	188.58716	90.046326
	155	187.56442	91.1521
	156	187.97034	91.155
	157	188.24013	91.60564
	158	188.43051	90.61636
	159	188.32054	90.22031

Effects	Point Control #8	Point #2
	Frame	X pixels	Y pixels
	0	111.1082	150.33917
	1	112.40427	142.33554
	2	124.40134	123.67555
	3	133.78337	114.49058
	4	143.9223	109.8714
	5	151.568	107.20154
	6	163.4562	108.92308
	7	169.21724	107.00392
	8	174.74176	104.53749
	9	178.06729	107.36485
	10	178.54123	111.08275
	11	177.29613	114.07539
	12	175.91582	115.97046
	13	174.47014	116.341675
	14	168.02171	124.91106
	15	162.7692	132.46646
	16	157.82803	140.919
	17	153.15231	149.33899
	18	142.39851	168.33968
	19	138.99072	174.29202
	20	135.66762	179.29317
	21	132.77359	184.02762
	22	128.35016	189.73103
	23	127.07623	191.7307
	24	125.23447	193.07379
	25	123.19951	194.75197
	26	121.16765	195.09598
	27	120.38231	194.34471
	28	120.21622	191.37006
	29	120.48413	186.39038
	30	120.18933	181.2888
	31	120.22656	173.96643
	32	120.30441	168.64943
	33	121.495316	161.40825
	34	124.55939	153.2073
	35	132.09715	132.52722
	36	137.49606	122.47962
	37	143.05368	112.433624
	38	153.40219	99.71866
	39	158.11958	93.70607
	40	162.63109	88.42636
	41	165.72356	87.592834
	42	168.37613	93.29726
	43	168.59738	100.02249
	44	166.8389	104.995605
	45	166.14214	109.783295
	46	164.8815	116.567444
	47	160.20795	132.26425
	48	155.75822	142.43
	49	151.82372	148.9781
	50	142.69006	165.27338
	51	139.03352	174.49213
	52	135.53787	183.57724
	53	132.6203	191.21783
	54	131.24016	201.00006
	55	131.1037	204.11462
	56	132.43787	206.00507
	57	134.32043	207.27287
	58	135.31108	207.76428
	59	135.75406	206.36836
	60	135.76996	204.7091
	61	134.00056	201.41675
	62	131.45981	197.75346
	63	128.86867	187.56184
	64	127.61456	180.34045
	65	126.70953	170.06593
	66	129.637	148.92853
	67	131.74815	137.25137
	68	137.42322	122.00077
	69	144.7195	111.37921
	70	153.80688	104.16409
	71	169.12437	90.462204
	72	175.6348	84.50525
	73	179.80429	87.56761
	74	180.23196	87.85797
	75	179.25009	96.69176
	76	178.49667	104.223145
	77	176.57071	112.910355
	78	174.1266	131.2999
	79	173.44662	138.54538
	80	172.27887	144.75262
	81	167.86775	151.54884
	82	162.29073	159.94974
	83	152.35645	177.0976
	84	148.4421	185.56229
	85	147.79784	189.0266
	86	146.67262	195.999
	87	144.72403	209.34235
	88	144.12378	212.16612
	89	144.3097	212.62262
	90	144.32472	212.02466
	91	139.89737	207.72513
	92	137.20717	205.02527
	93	132.76076	198.92682
	94	128.30644	192.03384
	95	116.874115	171.66428
	96	113.09581	161.31445
	97	109.02928	146.31845
	98	108.698	131.59332
	99	113.57732	108.69679
	100	121.03053	101.24701
	101	129.95206	96.78993
	102	139.44238	96.468216
	103	152.02321	104.634445
	104	156.34962	110.34909
	105	159.95872	117.099884
	106	162.75964	123.19014
	107	160.58679	134.40616
	108	158.68076	140.20969
	109	156.6324	145.8311
	110	152.4268	151.7726
	111	143.9791	167.39856
	112	138.325	176.3065
	113	133.51938	184.80562
	114	129.28197	192.49751
	115	127.18919	203.26057
	116	127.57262	209.48077
	117	129.02756	214.75096
	118	128.97972	217.9236
	119	129.44507	216.9523
	120	128.24556	214.53012
	121	125.190094	211.09161
	122	122.927536	207.44531
	123	118.29094	199.33078
	124	116.62561	195.68315
	125	114.310745	192.51129
	126	113.184265	189.94806
	127	110.90323	178.62749
	128	109.308044	174.35161
	129	108.85509	168.841
	130	108.166016	162.61758
	131	108.13974	151.80466
	132	109.64987	145.84167
	133	114.34909	139.70422
	134	117.74312	135.63805
	135	126.00845	130.66667
	136	131.55307	132.92221
	137	137.34816	133.82637
	138	142.14124	134.18707
	139	151.97563	138.12003
	140	154.54881	140.42615
	141	157.19992	141.64862
	142	159.11252	144.02692
	143	162.14954	147.4834
	144	162.90567	148.24997
	145	163.20139	148.88843
	146	163.62373	149.32996
	147	161.56136	149.69012
	148	161.108	150.14659
	149	159.37726	150.01236
	150	157.48534	149.87956
	151	156.15004	149.84396
	152	155.5587	149.52528
	153	155.01234	149.4591
	154	153.76707	149.21753
	155	153.0936	149.18488
	156	152.79898	149.02391
	157	152.96558	148.70496
	158	153.04347	148.20306
	159	150.35204	148.70746

Effects	Point Control #9	Point #2
	Frame	X pixels	Y pixels
	0	113.40669	221.65923
	1	114.91278	212.60341
	2	121.79669	188.05307
	3	128.49739	173.41658
	4	135.28596	158.10153
	5	143.15154	145.49213
	6	160.87282	124.46506
	7	168.82262	116.282295
	8	175.32341	112.756454
	9	179.21918	113.204865
	10	179.53026	122.26577
	11	177.32805	129.95708
	12	172.86337	138.5734
	13	166.01219	149.20071
	14	152.04053	173.8269
	15	146.30272	188.5962
	16	139.34636	202.99977
	17	133.21844	216.33289
	18	120.850555	242.51738
	19	116.185	250.39706
	20	113.37387	257.07944
	21	112.957825	264.03403
	22	110.37225	271.24814
	23	110.924164	273.1733
	24	109.95409	274.56296
	25	112.65079	276.40167
	26	116.71129	276.6187
	27	119.23123	275.56274
	28	122.977936	272.0095
	29	124.94943	266.4337
	30	126.08063	259.70905
	31	128.93071	248.79309
	32	128.72455	241.5675
	33	130.86537	232.27878
	34	131.99977	222.65378
	35	133.87161	196.64577
	36	136.28325	182.01193
	37	138.8009	166.51788
	38	142.5693	143.9092
	39	147.10388	136.19359
	40	150.34874	130.30168
	41	153.31303	126.75314
	42	157.90034	126.53665
	43	159.52621	129.31189
	44	160.47552	134.49304
	45	159.18541	143.19324
	46	155.9401	152.76613
	47	151.17622	179.78032
	48	147.34525	196.11247
	49	145.31367	207.14365
	50	137.81	232.84909
	51	134.82013	245.44765
	52	131.9486	257.60638
	53	130.55792	268.08887
	54	128.2137	280.84726
	55	128.88199	284.75513
	56	130.36276	286.6633
	57	133.99725	287.88235
	58	137.77771	288.15927
	59	146.9097	285.22513
	60	150.58191	282.4334
	61	153.2102	277.95166
	62	155.2468	272.46124
	63	155.59695	259.24887
	64	154.52835	250.76382
	65	153.73932	239.52937
	66	149.97356	218.21306
	67	149.1486	204.74815
	68	147.78964	186.39598
	69	145.929	171.45512
	70	144.91211	156.98805
	71	144.96637	128.44864
	72	146.42879	115.340645
	73	148.18056	105.417206
	74	149.13423	98.88426
	75	150.49619	92.930115
	76	149.9905	96.24129
	77	148.08763	101.45494
	78	140.27179	122.159546
	79	135.29698	136.75394
	80	130.35316	154.62518
	81	125.133026	175.51878
	82	119.55527	194.5492
	83	112.313614	230.50938
	84	111.68056	246.87415
	85	116.5235	257.76236
	86	120.22952	269.54755
	87	130.31473	290.29108
	88	140.62775	294.22928
	89	147.62347	295.02838
	90	153.1934	293.45465
	91	155.96027	286.30148
	92	156.42444	280.74216
	93	155.84445	272.77426
	94	152.30533	266.58148
	95	144.1374	245.38156
	96	138.0104	236.5233
	97	131.68474	222.3863
	98	123.1151	207.29305
	99	109.291	177.73022
	100	106.30611	163.25195
	101	103.32875	148.75096
	102	101.769135	133.42564
	103	101.982056	107.77855
	104	102.98241	99.47888
	105	105.61951	94.47864
	106	105.97139	92.436874
	107	100.61835	100.85161
	108	95.250854	110.431564
	109	89.802475	124.29827
	110	83.90535	141.84535
	111	74.63817	183.83548
	112	71.013794	205.46973
	113	71.349106	227.9421
	114	79.83255	250.90236
	115	108.737335	280.47992
	116	122.47826	290.75848
	117	136.58253	296.3149
	118	148.88942	297.25128
	119	168.29485	289.3443
	120	173.19684	283.16885
	121	175.34933	276.1559
	122	173.7422	271.69934
	123	167.71577	262.76752
	124	162.0871	261.1315
	125	155.05994	260.228
	126	147.5179	259.6826
	127	122.49831	254.88422
	128	109.246185	251.49092
	129	96.42775	244.30902
	130	85.057465	235.0889
	131	65.55351	213.88608
	132	59.18161	200.67831
	133	55.427887	183.50435
	134	52.362976	170.09595
	135	53.1969	147.90466
	136	56.483734	138.32733
	137	62.22171	132.69421
	138	67.25084	130.05591
	139	78.076416	131.3522
	140	79.63234	133.6275
	141	82.472855	137.77322
	142	83.95833	142.99287
	143	87.53508	150.17209
	144	88.415054	151.23906
	145	88.85071	151.82794
	146	89.30737	149.96622
	147	86.59332	143.57486
	148	86.38272	140.72568
	149	84.5271	137.44968
	150	82.24715	135.20177
	151	80.543304	131.41461
	152	79.69307	130.53928
	153	79.15491	129.47902
	154	77.732254	129.37405
	155	78.39722	130.38574
	156	79.65619	132.4891
	157	82.477356	135.86996
	158	87.74373	138.99834
	159	111.11325	148.77954

Effects	Point Control #10	Point #2
	Frame	X pixels	Y pixels
	0	231.39722	202.70122
	1	232.5701	204.30055
	2	235.0566	209.46411
	3	236.68304	209.78317
	4	238.58179	208.67429
	5	240.14001	209.80385
	6	244.7415	212.60643
	7	246.40762	213.6488
	8	247.926	214.2635
	9	249.44418	216.09659
	10	250.80505	216.1798
	11	251.87326	215.28647
	12	252.79428	214.2976
	13	253.4982	212.24081
	14	252.33919	210.44084
	15	252.00009	208.61136
	16	250.41238	208.48012
	17	248.53986	207.7761
	18	242.74545	207.54843
	19	238.96786	207.49213
	20	234.6972	205.66405
	21	231.02484	202.95712
	22	224.69507	200.73851
	23	222.20831	200.29323
	24	219.79845	199.18843
	25	217.76059	197.866
	26	215.38904	197.0073
	27	215.05264	197.827
	28	214.68478	198.89828
	29	214.71259	199.782
	30	215.08441	199.82497
	31	216.31424	202.0351
	32	219.75378	203.9686
	33	223.17911	205.03629
	34	227.59708	206.4032
	35	233.63162	207.72157
	36	235.44067	208.75687
	37	236.89825	211.84416
	38	238.25607	214.84564
	39	238.8775	215.31871
	40	239.08118	215.16536
	41	240.15015	213.3183
	42	242.18045	212.46713
	43	242.11423	211.81244
	44	241.72943	212.0095
	45	241.8737	212.33357
	46	241.59302	212.90384
	47	242.90292	209.55289
	48	241.37045	208.33461
	49	240.93164	207.28143
	50	236.6015	205.38058
	51	233.63191	202.712
	52	230.74136	200.89957
	53	227.56897	199.28758
	54	221.99353	199.46767
	55	219.63876	198.66002
	56	218.24207	198.16634
	57	217.3598	197.93973
	58	216.93085	198.11119
	59	215.91568	197.87784
	60	215.48663	197.2616
	61	215.60489	196.33865
	62	216.25839	196.62552
	63	218.23355	197.92766
	64	219.92398	200.76617
	65	221.46793	203.23279
	66	226.30984	205.6275
	67	228.67432	207.07431
	68	230.61142	209.1692
	69	232.64377	212.14006
	70	233.19528	214.60875
	71	235.17688	215.40189
	72	236.0654	215.66797
	73	237.53175	215.3406
	74	240.11801	214.0251
	75	245.61072	214.30539
	76	247.19897	214.51047
	77	248.5373	213.82695
	78	249.33514	211.5292
	79	249.35321	210.8259
	80	247.90097	211.02751
	81	248.949	212.53722
	82	249.26547	211.89957
	83	245.97876	206.76308
	84	242.63885	204.732
	85	238.99423	203.48251
	86	236.74817	201.5509
	87	232.28152	199.61569
	88	228.89914	198.228
	89	225.0073	197.27301
	90	223.19144	196.91576
	91	218.27284	194.49715
	92	216.62225	193.8025
	93	215.23193	193.58026
	94	214.02383	195.39066
	95	212.81705	198.78867
	96	212.53915	199.45647
	97	213.45161	200.32718
	98	214.2294	201.68073
	99	216.1672	205.199
	100	217.03622	209.12456
	101	218.60521	210.37617
	102	220.63864	211.65076
	103	224.90045	211.30467
	104	227.14479	211.72733
	105	229.81244	213.2738
	106	232.7497	214.14905
	107	237.38129	215.30264
	108	239.37265	214.49464
	109	241.2319	212.9435
	110	241.12807	211.4893
	111	238.63242	210.45744
	112	240.07935	208.72917
	113	239.96112	207.07358
	114	238.83841	203.22986
	115	233.57416	196.7355
	116	229.17328	195.4242
	117	225.70764	193.488
	118	221.6991	193.30486
	119	214.91486	191.76823
	120	212.00632	192.39668
	121	207.95267	192.32817
	122	204.10599	193.9317
	123	199.31378	194.70395
	124	198.27509	195.95802
	125	197.88261	197.38744
	126	197.6465	198.76414
	127	199.33228	205.50589
	128	201.30186	208.52011
	129	203.0365	209.7035
	130	204.76404	209.92285
	131	208.4917	211.35963
	132	211.63718	212.01657
	133	214.41302	211.97603
	134	216.63058	211.85803
	135	221.65753	213.63382
	136	223.445	214.80772
	137	224.27458	215.41432
	138	225.51334	216.56537
	139	227.32056	217.24411
	140	229.04926	216.70628
	141	230.2176	216.74219
	142	231.32784	217.97557
	143	231.59149	219.16519
	144	232.06561	219.57037
	145	232.52785	219.61603
	146	233.14285	219.95108
	147	235.49646	219.39786
	148	236.25644	218.76068
	149	236.45709	218.34839
	150	236.45537	218.21635
	151	236.51892	216.75665
	152	237.01794	216.53357
	153	237.66568	216.53027
	154	239.236	216.54626
	155	240.71439	217.6163
	156	242.17343	217.7214
	157	244.54868	217.73705
	158	245.13684	216.92206
	159	247.38226	215.99591

Effects	Point Control #11	Point #2
	Frame	X pixels	Y pixels
	0	248.6318	297.82495
	1	249.88037	299.73294
	2	251.81613	305.7929
	3	255.15994	305.98495
	4	256.9439	305.19714
	5	257.97336	306.99756
	6	260.99963	310.3449
	7	261.36664	311.62738
	8	260.50494	312.42206
	9	260.42892	314.09604
	10	259.64734	313.979
	11	259.7314	313.04758
	12	259.53662	312.0739
	13	259.78317	310.00854
	14	258.21872	308.77075
	15	258.6539	306.5973
	16	256.7593	306.35733
	17	255.79535	305.44815
	18	254.44891	304.56882
	19	254.02567	303.995
	20	254.22287	300.8701
	21	254.60129	297.01334
	22	253.25534	293.45438
	23	252.85948	292.06848
	24	252.4347	290.01312
	25	251.8354	287.96048
	26	250.71475	286.79004
	27	250.85075	287.62866
	28	250.12326	289.1028
	29	249.3291	290.10168
	30	248.7107	290.33575
	31	246.89944	294.15927
	32	247.87112	297.26913
	33	246.61507	298.9876
	34	246.88617	301.33743
	35	247.58224	304.7271
	36	246.91766	306.68036
	37	245.38043	310.69397
	38	242.22147	313.03464
	39	241.65134	312.62878
	40	241.18442	312.23096
	41	241.99954	310.03418
	42	242.68968	309.43323
	43	242.58792	309.32153
	44	243.27515	309.87747
	45	244.93216	310.818
	46	245.82664	311.79187
	47	248.14142	308.1957
	48	247.45422	307.02094
	49	249.7254	305.65494
	50	250.11446	301.77353
	51	250.5693	297.66348
	52	251.18344	294.25232
	53	251.87117	291.6343
	54	252.26443	289.81363
	55	252.99854	287.2299
	56	253.83133	285.35815
	57	255.17119	283.87473
	58	256.5371	283.17172
	59	256.36615	282.692
	60	255.41919	282.654
	61	254.51538	283.20892
	62	252.75134	284.75043
	63	248.70499	289.07123
	64	246.83316	293.84033
	65	245.18524	297.82965
	66	243.18848	303.06625
	67	242.9736	305.67065
	68	242.10431	308.93256
	69	242.31403	312.76514
	70	240.0661	315.54156
	71	239.26454	316.1345
	72	239.64282	316.0585
	73	240.32614	315.64655
	74	241.88788	313.9162
	75	243.81464	314.07123
	76	244.33423	314.32178
	77	246.0927	314.05487
	78	247.54333	312.43427
	79	248.02228	311.95157
	80	247.07007	311.8025
	81	249.57155	313.40247
	82	249.7712	311.32043
	83	249.47607	305.2436
	84	250.17609	302.43924
	85	250.34448	300.11935
	86	252.20111	297.2275
	87	251.7464	294.46454
	88	250.62096	293.2463
	89	249.1809	292.0987
	90	250.11636	291.25073
	91	246.30165	288.2179
	92	244.75099	287.38138
	93	241.3347	287.7459
	94	237.54202	290.05756
	95	230.09738	294.724
	96	225.87253	296.36374
	97	222.78702	298.6145
	98	219.57858	301.16272
	99	219.31062	306.56186
	100	220.21182	310.64368
	101	222.18073	311.86337
	102	223.39165	313.61066
	103	224.30527	313.03595
	104	225.20364	313.49316
	105	226.44199	315.2263
	106	227.87675	316.04626
	107	230.76428	317.09595
	108	231.57779	315.3448
	109	233.7041	314.04846
	110	234.38133	312.81937
	111	239.74512	309.7765
	112	245.69678	307.22113
	113	247.10837	304.83545
	114	248.44003	300.6114
	115	249.1911	292.8039
	116	247.14178	291.03592
	117	246.93344	288.40762
	118	243.8335	287.87897
	119	241.61786	285.8178
	120	239.24362	286.75296
	121	235.73248	286.1605
	122	232.38223	287.88608
	123	225.92493	288.65402
	124	222.78491	290.9101
	125	219.9512	293.2752
	126	216.57455	295.5595
	127	211.29114	304.60318
	128	210.62976	308.8247
	129	210.03305	310.55267
	130	211.31442	311.96408
	131	215.29199	315.6378
	132	217.64246	316.97864
	133	219.02417	317.41345
	134	220.04141	317.19876
	135	223.3381	318.2201
	136	223.30206	318.2502
	137	222.72678	318.86102
	138	222.90115	320.17194
	139	222.99202	320.41388
	140	223.8691	319.7636
	141	223.20862	319.13266
	142	222.9675	320.7221
	143	220.81006	321.29578
	144	221.16788	321.94144
	145	221.72458	322.18408
	146	222.60403	321.66315
	147	223.39485	320.50177
	148	223.60095	319.56177
	149	223.62009	318.3604
	150	223.85135	318.12582
	151	224.95958	316.59198
	152	227.15796	316.3266
	153	227.95676	317.06
	154	229.81042	317.30084
	155	230.10562	317.42606
	156	232.22159	318.1083
	157	235.212	317.6157
	158	234.63371	316.4933
	159	236.59149	316.1224

Effects	Point Control #12	Point #2
	Frame	X pixels	Y pixels
	0	278.07217	391.8118
	1	277.30768	392.41272
	2	276.53537	394.6687
	3	277.63254	392.1817
	4	277.9176	390.2411
	5	278.31674	393.2251
	6	278.95914	393.07162
	7	278.86615	393.2512
	8	278.48456	392.42603
	9	278.80994	393.52686
	10	278.4267	391.12067
	11	278.47882	391.001
	12	278.65857	390.89655
	13	278.9312	390.04663
	14	276.9515	391.73032
	15	277.35605	390.0119
	16	275.9511	391.5065
	17	275.67245	390.7921
	18	274.4014	391.58948
	19	274.00836	392.29993
	20	274.69556	390.50757
	21	277.35645	389.48297
	22	282.16522	389.3355
	23	283.55753	386.6699
	24	284.24084	383.55182
	25	285.1201	381.30002
	26	284.91953	381.96417
	27	283.9512	383.47253
	28	281.00653	385.10077
	29	278.0422	385.3949
	30	274.1026	386.4803
	31	263.31598	390.6095
	32	260.90704	392.63037
	33	258.08365	391.1419
	34	257.8761	392.04486
	35	257.10516	391.92093
	36	256.7989	392.7834
	37	256.43787	395.47757
	38	254.64258	393.3584
	39	254.56216	391.64407
	40	254.2554	391.2967
	41	255.34644	389.4925
	42	255.9094	391.5431
	43	255.00206	391.17133
	44	254.8093	391.60455
	45	255.6186	392.17395
	46	255.54398	392.5734
	47	256.07227	390.2386
	48	254.62097	391.3119
	49	255.83694	391.43164
	50	254.69987	391.22375
	51	256.93896	388.79358
	52	260.72595	388.82953
	53	266.10037	387.74313
	54	277.75458	381.26453
	55	281.85712	374.34717
	56	287.51337	371.03558
	57	290.78635	369.76053
	58	293.4427	368.69806
	59	294.01132	368.6529
	60	291.6811	370.35733
	61	289.17517	373.47473
	62	285.564	378.66766
	63	276.9825	388.24557
	64	271.03305	394.41455
	65	264.01752	396.3045
	66	258.06415	397.1682
	67	256.7477	396.80206
	68	256.4982	397.6831
	69	257.02893	398.6667
	70	256.52777	398.57782
	71	256.61356	397.00793
	72	256.73868	397.36414
	73	257.97797	397.3833
	74	259.60736	396.24185
	75	259.60254	397.37177
	76	259.04065	397.5879
	77	259.15955	396.5495
	78	258.52563	394.86224
	79	258.32562	395.70374
	80	256.9078	396.51117
	81	258.9664	397.96835
	82	257.79495	394.61948
	83	255.69559	392.85757
	84	256.83847	393.5436
	85	258.06488	393.3521
	86	262.01282	390.89642
	87	269.198	386.7442
	88	271.70184	385.38782
	89	273.34894	383.849
	90	276.48532	383.58057
	91	273.9857	381.55444
	92	271.50134	383.28235
	93	268.02206	385.83368
	94	263.5548	391.07172
	95	252.36646	394.53864
	96	246.07132	395.28043
	97	241.3797	395.73212
	98	237.43864	396.14996
	99	235.1127	395.5918
	100	235.10342	397.12665
	101	235.85736	394.92358
	102	236.63419	396.05945
	103	236.86218	395.39716
	104	237.1583	395.69467
	105	237.72226	396.98663
	106	238.30939	396.25208
	107	238.15681	395.40466
	108	238.97693	393.88754
	109	239.64758	393.58514
	110	238.36244	393.3342
	111	239.06888	394.84653
	112	242.25311	394.65125
	113	242.76685	395.3273
	114	244.57971	393.12726
	115	251.56508	395.42328
	116	256.89255	395.0815
	117	264.7841	391.24225
	118	269.8537	389.10974
	119	275.91614	383.40564
	120	274.40958	383.2018
	121	269.84778	382.16248
	122	265.46185	385.58316
	123	257.3887	388.23492
	124	251.64822	393.11652
	125	244.37039	396.8495
	126	235.74152	399.5052
	127	225.85608	402.6122
	128	224.17586	402.16907
	129	223.1766	400.2401
	130	223.93417	400.13873
	131	224.95343	401.48904
	132	226.90973	401.05057
	133	227.36215	400.16168
	134	227.02777	399.59833
	135	227.20844	401.19705
	136	226.90927	400.43082
	137	226.24905	400.22314
	138	226.9208	400.976
	139	226.83617	399.9256
	140	227.24734	400.2802
	141	226.40945	400.5791
	142	226.20012	402.24017
	143	225.41003	401.04742
	144	225.68967	401.65692
	145	225.93764	401.7155
	146	225.90309	401.57703
	147	225.77563	401.3214
	148	225.82538	401.27014
	149	225.32591	401.21774
	150	225.2645	401.24384
	151	224.59488	400.6131
	152	225.58594	400.15085
	153	226.02032	400.5485
	154	227.15771	400.7144
	155	226.87503	400.90683
	156	227.91284	400.6121
	157	228.41241	399.867
	158	227.02359	398.44653
	159	227.81537	398.64877

Effects	Point Control #13	Point #2
	Frame	X pixels	Y pixels
	0	185.79927	207.30475
	1	186.1188	205.23453
	2	188.36902	202.64879
	3	190.8291	199.56378
	4	193.62851	195.35745
	5	195.97746	194.05916
	6	202.4267	193.06363
	7	204.88568	192.83417
	8	206.85587	192.6796
	9	208.44724	194.40105
	10	209.78339	194.47049
	11	210.48193	194.18967
	12	210.86581	194.12274
	13	210.91885	193.31444
	14	208.06924	194.75381
	15	207.00806	195.01797
	16	204.64655	197.40244
	17	202.19917	199.73306
	18	196.33798	206.9562
	19	193.05894	209.86916
	20	189.70297	211.31453
	21	187.17563	211.69952
	22	182.64223	213.34628
	23	181.10501	214.29454
	24	179.22589	214.08464
	25	177.66045	213.2981
	26	175.24167	212.41862
	27	174.23837	212.67004
	28	172.77153	212.09578
	29	172.03763	211.63992
	30	171.4017	209.92542
	31	170.27911	206.64407
	32	172.9025	206.10571
	33	176.08032	205.19217
	34	180.31561	204.51575
	35	186.87671	200.53137
	36	189.56847	198.8014
	37	192.12054	199.02568
	38	196.51242	197.42133
	39	198.33426	196.4022
	40	199.68555	194.86526
	41	201.66379	192.19946
	42	204.42781	190.80875
	43	204.35986	190.1484
	44	203.55786	190.69089
	45	202.79028	192.06482
	46	201.43137	193.92715
	47	198.98065	196.05145
	48	196.28152	197.318
	49	194.52917	199.80644
	50	189.31595	204.91434
	51	186.69995	206.14359
	52	184.91702	208.13397
	53	183.1694	209.85587
	54	180.61908	214.73512
	55	179.34222	215.42001
	56	178.53168	215.80283
	57	178.03154	216.07127
	58	177.87468	216.51842
	59	176.45927	215.502
	60	175.67929	214.2721
	61	175.3225	212.58292
	62	175.24112	211.64719
	63	175.13287	209.0323
	64	175.33011	208.7379
	65	175.69872	207.9289
	66	178.89127	201.87418
	67	181.85239	198.34691
	68	185.11726	196.6969
	69	189.18318	195.39946
	70	192.44626	194.71074
	71	198.37805	191.41724
	72	200.64543	190.62408
	73	202.91074	190.00479
	74	205.8123	188.80258
	75	210.73218	191.25113
	76	211.93997	192.37782
	77	212.57925	192.89597
	78	211.3818	193.0673
	79	209.65411	194.41452
	80	206.7539	196.5943
	81	205.43787	202.31203
	82	204.10822	205.37668
	83	198.91498	207.9708
	84	195.6081	209.34795
	85	192.6416	211.90173
	86	191.97104	213.73425
	87	191.61559	217.67067
	88	189.89694	217.58018
	89	186.89883	216.87752
	90	185.51062	216.55597
	91	180.14793	212.7628
	92	177.76627	210.7548
	93	175.23563	208.66832
	94	172.03041	207.14606
	95	168.94394	205.20322
	96	167.39178	202.54514
	97	167.22311	200.01245
	98	167.17105	197.60687
	99	169.46683	192.8234
	100	171.26006	193.78377
	101	174.06639	192.36438
	102	177.09583	192.21931
	103	183.31683	190.079
	104	186.18164	190.49283
	105	188.90372	192.98468
	106	191.87433	195.03543
	107	196.97757	198.87991
	108	198.65614	199.54166
	109	199.69989	199.8064
	110	198.47903	200.568
	111	193.48361	204.67558
	112	193.16315	208.37329
	113	192.6672	211.75313
	114	191.91176	213.0442
	115	189.99982	214.70653
	116	187.31056	215.81279
	117	185.12119	215.45398
	118	181.81302	215.90753
	119	175.6253	214.43213
	120	172.33704	214.09753
	121	167.78763	212.77328
	122	162.59363	211.94362
	123	156.0404	208.62796
	124	154.41505	208.09358
	125	153.56908	207.78873
	126	152.83086	207.17729
	127	152.67172	207.95729
	128	153.6682	207.94656
	129	154.588	206.32349
	130	155.79236	203.92801
	131	159.10747	200.20215
	132	162.47865	199.00491
	133	165.69246	197.60135
	134	168.35239	196.30878
	135	174.41248	196.70854
	136	176.88037	197.4529
	137	178.52553	197.26971
	138	180.44775	198.3925
	139	183.33478	199.25482
	140	184.9951	199.45352
	141	186.37106	199.62184
	142	187.09317	201.36711
	143	187.19872	202.88812
	144	187.54501	203.68741
	145	187.69717	204.31894
	146	187.97119	204.93878
	147	189.58469	205.72165
	148	189.81754	205.83205
	149	189.62576	205.85034
	150	189.3827	205.94536
	151	189.05704	204.73347
	152	189.10876	204.77689
	153	189.33128	205.16005
	154	190.30856	205.72577
	155	190.79837	207.39655
	156	191.76862	207.72466
	157	193.64587	208.47636
	158	194.17068	207.68561
	159	195.99011	207.74542

Effects	Point Control #14	Point #2
	Frame	X pixels	Y pixels
	0	169.97095	307.94888
	1	170.66032	306.13205
	2	170.9984	303.47778
	3	171.23654	300.02917
	4	170.19987	294.77374
	5	170.7796	293.079
	6	171.95	290.14398
	7	172.94533	289.4062
	8	172.39905	288.3196
	9	172.50511	289.47638
	10	172.14104	288.6917
	11	171.68266	288.04776
	12	171.3088	287.7481
	13	172.09286	287.22327
	14	170.91684	289.9308
	15	172.02975	290.69766
	16	171.55829	294.12787
	17	172.31082	297.5533
	18	172.90753	307.3008
	19	171.15912	311.3231
	20	170.48326	313.43585
	21	170.42477	313.85928
	22	170.83038	315.52734
