Adobe After Effects 8.0 Keyframe Data

	Units Per Second	24
	Source Width	640
	Source Height	480
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #1	Position
	Frame	X pixels	Y pixels
	93	280.72928	379.0838
	94	281.1858	379.41595
	95	281.62607	379.48993
	96	281.2756	380.27637
	97	280.37415	380.49017
	98	280.3693	381.56528
	99	279.15207	382.0089
	100	279.04132	381.3922
	101	277.75204	381.58417
	102	276.92645	381.1601
	103	277.35248	381.44534
	104	275.68338	380.24945
	105	275.9807	379.851
	106	275.69308	379.02625
	107	276.08606	379.05054
	108	275.30725	378.63388
	109	275.3091	378.7385
	110	275.06857	379.02295
	111	274.41226	379.10745
	112	273.6106	379.4867
	113	274.0619	378.64008
	114	274.3921	378.66336
	115	274.89703	378.91718
	116	275.62198	378.74597
	117	276.39938	379.40054
	118	276.9829	378.44836
	119	276.33597	377.89465
	120	276.31198	378.03833
	121	276.1638	378.20105
	122	275.98703	377.80386
	123	276.36328	378.54688
	124	275.79364	378.75482
	125	275.07922	377.7433
	126	275.3837	377.36722
	127	275.5683	377.0252
	128	274.44348	377.64133
	129	274.6318	378.25388
	130	275.40717	378.21252
	131	275.81152	378.9323
	132	275.3368	379.44196
	133	275.8977	379.7663
	134	275.615	380.00613
	135	274.9995	379.7431
	136	274.846	380.91772
	137	274.7506	381.02258
	138	274.6176	381.12894
	139	274.17587	380.67932
	140	273.97287	381.03394
	141	274.47284	381.2329
	142	274.94324	380.56915
	143	275.6788	380.64594
	144	277.37967	380.97397
	145	274.71222	381.37222
	146	274.93457	381.18106
	147	275.90842	381.71484
	148	276.19846	380.72302
	149	276.14172	381.45972
	150	275.77832	380.86218
	151	276.14563	380.8277

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #15	Position
	Frame	X pixels	Y pixels
	0	295.86765	480.5012
	1	295.4545	480.23535
	2	296.18124	480.361
	3	296.19586	479.23322
	4	297.88904	479.43155
	5	298.75647	478.96655
	6	298.0365	478.3431
	7	299.5378	480.20215
	8	297.78223	479.0489
	9	296.50497	479.44598
	10	298.66083	481.18665
	11	298.74033	482.27966
	12	295.7418	483.75064
	13	297.03452	482.27795
	14	296.50653	479.4741
	15	299.06964	478.44055
	16	298.5541	477.2304
	17	296.52762	477.25638
	18	297.635	475.4179
	19	296.97296	474.2262
	20	293.52136	475.9978
	21	293.61597	477.76328
	22	291.61017	475.92178
	23	290.7314	475.04013
	24	290.0965	474.15054
	25	288.80627	476.2201
	26	288.8711	475.56464
	27	288.01227	474.7081
	28	287.18265	476.61545
	29	287.44122	477.99664
	30	287.5509	477.12662
	31	282.86584	477.34576
	32	284.21436	480.498
	33	283.11264	478.93274
	34	283.93912	477.64746
	35	284.03763	478.648
	36	286.10104	479.07953
	37	285.89075	479.2057
	38	284.07462	479.37094
	39	284.13644	480.2421
	40	283.5361	480.19067
	41	284.1927	479.54123
	42	284.30197	478.8256
	43	285.09177	479.23627
	44	285.0612	478.60062
	45	284.222	480.20166
	46	283.6101	480.02576
	47	283.22885	480.3649
	48	283.8077	479.62738
	49	285.52936	480.3084
	50	285.36847	480.11096
	51	283.28494	479.7309
	52	282.1826	479.07266
	53	282.69333	478.97925
	54	283.81882	480.04828
	55	284.38693	478.8424
	56	283.57413	477.9572
	57	284.27542	478.14777
	58	285.29926	478.42883
	59	285.4497	477.23877
	60	285.51126	477.89175
	61	284.25482	476.68677
	62	283.7287	476.37012
	63	284.656	477.02826
	64	287.26678	477.6812
	65	286.58813	477.58517
	66	286.03967	476.53458
	67	286.09634	477.99603
	68	284.56125	479.91702
	69	285.07422	480.16727
	70	285.81	479.54803
	71	285.6527	478.56842
	72	285.44342	477.5634
	73	286.10733	477.62314
	74	286.75153	478.3815
	75	286.69138	478.70337
	76	286.6173	477.4152
	77	287.03967	477.7946
	78	285.60367	477.0522
	79	284.78094	477.10065
	80	284.8226	475.96674
	81	285.21307	476.66034
	82	283.47495	478.3652
	83	283.36423	478.73798
	84	284.25598	478.44263
	85	285.0264	477.2561
	86	280.4527	471.33667
	87	282.10907	474.95117
	88	285.6738	477.79233
	89	285.7119	479.02124
	90	285.6613	478.6081
	91	285.1371	478.5633
	92	285.3578	478.64978
	93	285.79303	477.97528
	94	285.07227	478.43668
	95	285.23633	476.88385
	96	284.48798	477.68762
	97	285.70007	478.46478
	98	285.6343	479.14032
	99	284.99173	478.84216
	100	283.8579	480.02713
	101	284.03824	478.7673
	102	284.4447	478.76428
	103	282.6735	477.86337
	104	282.00137	478.6629
	105	281.89127	477.85303
	106	282.58212	478.51697
	107	281.07416	477.2483
	108	280.60718	477.20526
	109	279.73553	477.2708
	110	281.1121	477.9002
	111	279.37177	477.97775
	112	278.7035	479.36392
	113	279.1572	479.3134
	114	280.5468	478.89322
	115	279.8384	477.5615
	116	280.75024	477.8064
	117	282.52188	477.67102
	118	283.47058	475.91046
	119	283.2594	476.38968
	120	283.43436	475.54752
	121	282.41638	476.86783
	122	281.1107	478.3117
	123	281.71494	477.74304
	124	280.9251	477.88266
	125	281.5594	477.31738
	126	281.772	476.11566
	127	281.6781	476.57214
	128	281.65747	475.88824
	129	281.94177	475.5398
	130	281.28613	475.5589
	131	281.8834	475.9709
	132	281.66537	476.79602
	133	282.10184	477.54968
	134	281.6723	476.83124
	135	281.4396	477.56372
	136	281.67554	479.45074
	137	281.1654	479.11716
	138	279.94446	478.70074
	139	278.62048	479.3327
	140	280.0414	479.48816
	141	281.7162	478.5406
	142	281.08902	478.01245
	143	280.15765	478.72333
	144	283.08786	479.3648
	145	281.6166	480.4904
	146	281.76578	480.11884
	147	281.21442	479.18542
	148	280.74295	479.16614
	149	281.62308	480.37112
	150	282.08694	479.89233
	151	282.01993	479.66284


End of Keyframe Data
